drugbank_id,name,groups,atc_codes,smiles,logP
DB03502,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,experimental,,NC(CSC(O)CC(N)C(=O)O)C(=O)O,
DB03503,"4-Acetyl-4-guanidino-6-methyl(propyl)carboxamide-4,5-dihydro-2H-pyran-2-carboxylic acid",experimental,,CCCN(C)C(=O)C1OC(C(=O)O)=CC(NC(=N)N)C1NC(C)=O,
DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",experimental,,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)ncnc21,
DB03505,"2,6-diaminoquinazolin-4-ol",experimental,,Nc1ccc2nc(N)nc(O)c2c1,
DB03506,"5H-pyrrolo[3,2-d]pyrimidin-4-amine",experimental,,Nc1ncnc2cc[nH]c12,
DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",experimental,,O=C1c2cc3sc(-c4cccc([N+](=O)[O-])c4)cc3n2C(=S)N1CCCN1CCOCC1,
DB03508,Diethylene glycol ethyl methyl ether,experimental,,CCOCCOCCOC,
DB03509,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,experimental,,NC(=O)c1cccc2ncc(-c3ccc(Cl)cc3)nc12,
DB03510,6-O-Phosphoryl Inosine Monophosphate,experimental,,O=P(O)(O)OCC1OC(n2cnc3c(OP(=O)(O)O)ncnc32)C(O)C1O,
DB03512,"Uridine-2',3'-vanadate",experimental,,O=c1ccn(C2OC(CO)C3O[V](=O)(O)(O)OC32)c(=O)[nH]1,
DB03513,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",experimental,,NC(Cc1c[nH]c2cc[se]c12)C(=O)O,
DB03514,4-Vinylguaiacol,experimental,,C=Cc1ccc(O)c(OC)c1,
DB03515,Equilenin,experimental,,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,
DB03516,Eniluracil,investigational,,C#Cc1c[nH]c(=O)[nH]c1=O,
DB03517,[Methylthio]Acetate,experimental,,CSCC(=O)[O-],
DB03518,Mevalonic acid,experimental,,CC(O)(CCO)CC(=O)O,
DB03520,6-Chloro-2-fluoropurine,experimental,,Fc1nc(Cl)c2nc[nH]c2n1,
DB03522,Aspartic Acid-4-Carboxymethyl Ester,experimental,,NC(CC(=O)OCC(=O)O)C(=O)O,
DB03523,Brequinar,experimental,,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,
DB03524,"N-[3-[4-(3-aminopropyl)piperazin-1-yl]propyl]-3-[(2-thiophen-2-ylacetyl)amino]-5-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzamide",experimental,,NCCCN1CCN(CCCNC(=O)c2cc(NC(=O)Cc3cccs3)cc(OC3OC(CO)C(O)C(O)C3O)c2)CC1,
DB03525,RU79073,experimental,,O=P(O)(O)Oc1cccc2c1NCCC2,
DB03526,AL5927,experimental,,COc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,
DB03530,Acylated ceftazidime,experimental,,C=C1CSC(C(C=O)NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)N=C1C(=O)O,
DB03531,Flavin-adenine dinucleotide-N5-isobutyl ketone,experimental,,Cc1cc2c(cc1C)N(C(=O)C(C)C)c1c([O-])nc(=O)[nH]c1N2CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC([N+]2=CN=C3C(=N)N=CN=C32)C(O)C1O,
DB03532,Phosphomethylphosphonic acid guanylate ester,experimental,,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1,
DB03533,Acetyleneurea,experimental,,O=C1NC2NC(=O)NC2N1,
DB03534,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,experimental,,CC(=O)N(C)Cc1cc(C(=O)N(C)Cc2cc3ccccc3n2C)ccc1N,
DB03535,Z-Pro-Prolinal,experimental,,O=CC1CCCN1C(=O)C1CCCN1C(=O)OCc1ccccc1,
DB03536,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,experimental,,CC(NC(=O)C(CCCNC(N)N)NC(=O)OCc1ccccc1)C(=O)CF,
DB03537,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,experimental,,NC(CO)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O,
DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,experimental,,C=NC1=NC2C(O)C(O)C(CO)C2O1,
DB03540,Norcamphor,experimental,,O=C1CC2CCC1C2,
DB03541,"10-Propargyl-5,8-Dideazafolic Acid",experimental,,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,
DB03542,L-Myo-Inositol-1-Phosphate,experimental,,O=P([O-])([O-])OC1C(O)C(O)C(O)C(O)C1O,
DB03543,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,experimental,,O=C(O)c1ccccc1NCC(O)C(O)C(O)COP(=O)(O)O,
DB03544,S-Phosphocysteine,experimental,,NC(CSP(=O)(O)O)C(=O)O,
DB03546,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",experimental,,NC1N=C(O)C(CCCC(c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)C(O)(O)C(F)(F)F)C(N)N1,
DB03548,3-deoxy-alpha-D-manno-oct-2-ulopyranosonic acid,experimental,,O=C(O)C1(O)CC(O)C(O)C(C(O)CO)O1,
DB03549,Biotinyl P-Nitroaniline,experimental,,O=C(CCCCC1SCC2NC(=O)NC21)Nc1ccc([N+](=O)[O-])cc1,
DB03550,Isopenicillin N,experimental,,CC1(C)SC2C(NC(=O)CCCC(N)C(=O)O)C(=O)N2C1C(=O)O,
DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",experimental,,O=C1NC=NC2C(C[NH+]3CC(O)C(CO)C3)=CNC12,
DB03552,3-Tyrosine,experimental,,NC(Cc1cccc(O)c1)C(=O)O,
DB03553,Glutaric Acid,experimental,,O=C(O)CCCC(=O)O,-0.29
DB03554,5-Iodouracil,experimental,,O=c1[nH]cc(I)c(=O)[nH]1,
DB03555,CRA_11092,experimental,,CC1CCCCC1Oc1cccc(-c2nc3cc(C(=N)N)c(F)cc3[nH]2)c1O,
DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",experimental,,CCOCCOCCOCCOCCOCCOCCOCCOCCO,
DB03557,4-[[(2S)-1-[[6-[(1-Amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid,experimental,,NC(=O)C(CS)NC(=O)CCCCCNC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)Cc1ccc(C(F)(F)P(=O)(O)O)cc1,
DB03558,SP-876,experimental,,O=C(O)CCNC(=O)C1CCCN1S(=O)(=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,
DB03559,Cyclohexylformamide,experimental,,O=CNC1CCCCC1,
DB03560,P-Hydroxybenzaldehyde,experimental,,O=Cc1ccc(O)cc1,1.35
DB03562,Tetrahydrodeoxyuridine,experimental,,O=C1CCN(C2CC(O)C(CO)O2)C(=O)N1,
DB03564,"(4r)-2-Methylpentane-2,4-Diol",experimental,,CC(O)CC(C)(C)O,
DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,experimental,,CCCCCCCCOCC(COP(=O)(O)OCCN)OP(=O)(O)CCCCCCC,
DB03566,Spermidine,experimental,,NCCCCNCCCN,
DB03568,Butyric Acid,experimental|investigational,,CCCC(=O)O,0.79
DB03569,"4,5-Dehydro-L-Iduronic Acid",experimental,,O=C(O)C1=C(O)C(O)C(O)C(O)O1,
DB03570,Tris-Hydroxymethyl-Methyl-Ammonium,experimental,,C[N+](CO)(CO)CO,
DB03571,"3-(5-amino-7-hydroxy-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(3,5-dichlorobenzyl)-benzamide",experimental,,Nc1nc(O)c2nn(-c3cccc(C(=O)NCc4cc(Cl)cc(Cl)c4)c3)nc2n1,
DB03572,FR230513,experimental,,NC(=O)c1cn(C(CO)CCc2cccc3ccccc23)cn1,
DB03573,WRR-99,experimental,,CC(C)CCNC(=O)C(CCc1ccccc1)NC(=O)C(O)CC(=O)O,
DB03574,Ferricrocin-iron,experimental,,CC(=[OH+])N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCCN(O)C(C)=[OH+])NC(=O)C(CCCN(O)C(C)=[OH+])NC1=O.[Fe],
DB03575,Phencyclidine,illicit,,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,4.69
DB03576,N-Pyridoxyl-Threonine-5-Monophosphate,experimental,,Cc1ncc(COP(=O)(O)O)c(CNC(C(=O)O)C(C)O)c1O,
DB03577,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,experimental,,O=P(O)(O)C(NCc1ccccc1)c1ccccc1,
DB03578,Pyruvamide,experimental,,CC(=O)C(N)=O,
DB03581,Glucose-6-Phosphate,experimental,,O=CC(O)C(O)C(O)C(O)COP(=O)(O)O,
DB03582,N~2~-Succinylornithine,experimental,,NCCCC(NC(=O)CCC(=O)O)C(=O)O,
DB03583,"(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one",experimental,,CC1(O)C(=C2C(=O)Nc3ccc(S(=O)(=O)N4CCC(O)CC4)cc32)Nc2ccccc21,
DB03584,4-Thio-beta-D-glucopyranose,experimental,,OCC1OC(O)C(O)C(O)C1S,
DB03585,Oxyphenbutazone,approved|withdrawn,M01AA03|M02AA04|S01BC02,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,2.72
DB03586,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",experimental,,[O-]C1OC(F)C(O)C(O)C1O,
DB03587,Pyruvaldehyde,experimental,,CC(=O)C=O,
DB03588,Diphenylacetic acid,experimental,,O=C(O)C(c1ccccc1)c1ccccc1,
DB03589,Mesoxalic acid,experimental,,O=C(O)C(=O)C(=O)O,
DB03590,"2,6-Diaminopimelic Acid",experimental,,NC(CCCC(N)C(=O)O)C(=O)O,
DB03591,RU82209,experimental,,CC(=O)NC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,
DB03592,Pterin-6-Yl-Methyl-Monophosphate,experimental,,Nc1nc2ncc(COP(=O)(O)O)nc2c(=O)[nH]1,
DB03593,7-methyl-5'-guanylic acid,experimental,,C[n+]1cn(C2OC(COP(=O)(O)O)C(O)C2O)c2nc(N)[nH]c(=O)c21,
DB03594,"1,2,4-Triazole",experimental,,c1nc[nH]n1,
DB03595,CRA_9785,experimental,,NC(=[NH2+])c1ccc2[nH]c(-c3cc(OC(F)(F)F)ccc3[O-])nc2c1,
DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,experimental,,CCC(CNC(=O)c1ccc(S(N)(=O)=O)cc1)c1ccc2[nH]ccc2c1,
DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,experimental,,NC(CCC(=O)NC(CSCc1ccccc1I)C(=O)NCC(=O)O)C(=O)O,
DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",experimental,,COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,
DB03600,Capric acid,experimental,,CCCCCCCCCC(=O)O,4.09
DB03601,5-deoxyflavanone,experimental,,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,
DB03602,S-benzylglutathione,experimental,,NC(CCC(=O)NC(CSCc1ccccc1)C(=O)NCC(=O)O)C(=O)O,
DB03603,Glucaric acid,experimental,,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,
DB03604,Tiratricol,investigational,H03AA04|D11AX08,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,
DB03605,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",experimental,,O=C(O)C(Cc1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccc(Cl)cc1Cl,
DB03608,Diminazene,experimental,,N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,
DB03609,3'-deoxyguanosine,experimental,,Nc1nc(=O)c2ncn(C3OC(CO)CC3O)c2[nH]1,
DB03610,4-(trifluoromethyl)phenol,experimental,,Oc1ccc(C(F)(F)F)cc1,
DB03611,L-2-amino-4-methoxy-cis-but-3-enoic acid,experimental,,COC=CC(N)C(=O)O,
DB03612,3-Hydroxybutyryl-Coenzyme A,experimental,,CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,
DB03613,4-hydroxyphenacyl coenzyme A,experimental,,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)c1ccc(O)cc1,
DB03614,Mecobalamin,approved|investigational,B03BA05,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7C8C(CC(N)=O)C6(C)CCC(=O)NCC(C)OP(=O)([O-])OC6C(CO)OC(C6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(C)[N+]3=C1C(CCC(N)=O)C(C)(CC(N)=O)C83C)C(CCC(N)=O)C4(C)C)C(CCC(N)=O)C2(C)CC(N)=O,
DB03615,Ribostamycin,approved|experimental,J01GB10,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,
DB03616,Kabiramide C,experimental,,COC(CC1OC(=O)CC(OC(N)O)CC(C)CC(O)C(C)C(OC)c2coc(n2)-c2coc(n2)-c2coc(n2)C=CCC(OC)C1C)C(C)CCC(=O)C(C)C(OC)C(C)C=CN(C)CO,
DB03617,Modified Acarbose Hexasaccharide,experimental,,CC1OC(OC2C(CO)OC(OC3C(CO)=CC(NC4C(C)OC(OC5C(CO)OC(OC6C(C)OC(O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,
DB03618,2-(acetylamino)-2-deoxy-4-O-beta-D-galactopyranosyl-alpha-D-glucopyranose,experimental,,CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,
DB03619,Deoxycholic acid,approved,D11AX24,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3.50
DB03621,"L-709,587",experimental,,CCC1C=C(C)C(O)C(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Oc4ccc5c(ccn5C)c4)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,
DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",experimental,,O=C1N=C(O)NC(=O)C1(c1ccccc1)N1CCC(CCO)CC1,
DB03623,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",experimental,,Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,
DB03624,7-(Carboxyamino)-8-Amino-Nonanoic Acid,experimental,,CC(N)C(CCCCCC(=O)O)NC(=O)O,
DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",experimental,,COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O,
DB03627,Adamantane,experimental,,C1C2CC3CC1CC(C2)C3,
DB03628,ISO24,experimental,,CCc1ccc(NC(=O)P(=O)(O)O)cc1,
DB03629,Pyridoxal-5'-Phosphate-N-Oxide,experimental,,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1[O-],
DB03630,2-Iodobenzylthio Group,experimental,,SCc1ccccc1I,
DB03631,"3-(4-hydroxy-3-imino-6-oxo-cyclohexa-1,4-dienyl)-alanine",experimental,,N=C1C=C(CC(N)C(=O)O)C(=O)C=C1O,
DB03632,Argifin,experimental,,CNC(=O)NC(=N)NCCCC1NC(=O)C(C)NC(=O)CC(C(=O)O)NC(=O)CC(C(=O)O)NC(=O)C(Cc2ccccc2)N(C)C1=O,
DB03633,Lpc-Ether,experimental,,CCCCCCCCCCCCCCCCCCOCC(O)COP(=O)(O)OCC[N+](C)(C)C,
DB03634,"1,3-DI(N-Propyloxy-A-mannopyranosyl)-carbomyl 5-methyazido-benzene",experimental,,[N-]=[N+]=NCc1cc(C(=O)NCCCOC2OC(CO)C(O)C(O)C2O)cc(C(=O)NCCCOC2OC(CO)C(O)C(O)C2O)c1,
DB03635,Ethanesulfonic acid,experimental,,CCS(=O)(=O)O,
DB03636,Glycinamide,experimental,,NCC(N)=O,
DB03637,Guanidine-3-propanol,experimental,,NC(N)=[NH+]CCCO,
DB03638,Cytidyl-2'-5'-phospho-guanosine,experimental,,Nc1ccn(C2OC(CO)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(=O)nc(N)[nH]c43)C(O)C2O)c(=O)n1,
DB03639,1-Guanidinium-7-Aminoheptane,experimental,,NCCCCCCCNC(N)N,
DB03640,Beta-Hydroxyaspartic Acid,experimental,,NC(C(=O)O)C(O)C(=O)O,
DB03641,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",experimental,,O=c1ccn(C2CC(O)C(COP(=O)(O)NP(=O)(O)O)O2)c(=O)[nH]1,
DB03642,N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide,experimental,,CC(C)CC(NC(=O)c1cc2ccccc2o1)C(=O)NC1CCCN(S(=O)(=O)c2ccccn2)CC1=O,
DB03643,CRA_1144,experimental,,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3[O-])nc2c1,
DB03644,3-hydroxyanthranilic acid,experimental,,Nc1c(O)cccc1C(=O)O,
DB03645,Phosphonoacetohydroxamic Acid,experimental,,O=C(CP(=O)(O)O)NO,
DB03646,"2,3-di-O-phytanyl-sn-glycerol",experimental,,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,
DB03647,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,experimental,,Cc1ccc(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C(C)C)cc1,
DB03648,"(2S,2'S)-2,2'-(1,2-Hydrazinediylbis{methylene[(2S)-1-oxo-2,1-hexanediyl]imino})bis(6-amino-N-phenylhexanamide)",experimental,,CCCCC(CNNCC(CCCC)C(=O)NC(CCCCN)C(=O)Nc1ccccc1)C(=O)NC(CCCCN)C(=O)Nc1ccccc1,
DB03649,"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",experimental,,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,
DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,experimental,,O=C1Nc2ccccc2C1=Nc1ccc(O)cc1,
DB03651,Picric acid,experimental,,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,
DB03653,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",experimental,,CCN(C)Cc1cnc(C)nc1N,
DB03654,"S,S-Propylthiocysteine",experimental,,CCCSSCC(N)C=O,
DB03656,Tribenuron Methyl,experimental,,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,
DB03657,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,experimental,,COC(=O)NC1OC(CO)C(O)C(O)C1O,
DB03658,"(2R,4S)-2-[(1R)-1-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",experimental,,CC1(C)SC(C(C=O)NC(=O)C(N)c2ccc(O)cc2)NC1C(=O)O,
DB03659,Butylamine,experimental,,CCCCN,0.97
DB03660,4-Iodo-L-phenylalanine,experimental,,NC(Cc1ccc(I)cc1)C(=O)O,
DB03661,L-cysteic acid,experimental,,NC(CS(=O)(=O)O)C(=O)O,
DB03662,Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,experimental,,CCCC(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,
DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",experimental,,CC(C)C(=O)COc1nc(N)nc2nc[nH]c12,
DB03664,P1-(adenosine-5'-P5-(uridine-5')pentaphosphate,experimental,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O,
DB03666,Zidovudine monophosphate,experimental,,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,
DB03667,Acetic Acid Salicyloyl-Amino-Ester,experimental,,CC(=O)ONC(=O)c1ccccc1O,
DB03668,6-oxouridine 5'-phosphate,experimental,,O=C1CC(=O)N(C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1,
DB03669,4-Fluorophenethyl Alcohol,experimental,,OCCc1ccc(F)cc1,
DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",experimental,,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,
DB03671,Digoxigenin,experimental,,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,
DB03672,9-N-Phenylmethylamino-Tacrine,experimental,,c1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1,
DB03673,beta-2-Thienyl-L-alanine,experimental,,NC(Cc1cccs1)C(=O)O,
DB03675,"2,3-Dihydroxy-Valerianic Acid",experimental,,CCC(C)(O)C(O)C(=O)O,
DB03676,Cystein-S-Yl Cacodylate,experimental,,C[As](C)(=O)SCC(N)C(=O)O,
DB03677,N-Cyclohexyl-N'-Decylurea,experimental,,CCCCCCCCCCNC(=O)NC1CCCCC1,
DB03678,"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",experimental,,CC(Nc1ncnc2cc(F)c(F)cc12)C(c1ccccc1)c1ccccc1,
DB03679,2-Hydroxy-Tryptophan,experimental,,NC(Cc1c(O)[nH]c2ccccc12)C(=O)O,
DB03680,Tartronate,experimental,,O=C([O-])C(O)C(=O)[O-],
DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",experimental,,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12,
DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,experimental,,CC(C)CC(CN(O)C=O)C(=O)O,
DB03685,Uridine monophosphate,experimental,,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,
DB03686,S-(4-nitrobenzyl)glutathione,experimental,,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,
DB03687,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,experimental,,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,
DB03688,Hydracrylic acid,experimental,,O=C(O)CCO,
DB03690,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",experimental,,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,
DB03692,1-Hexadecanosulfonyl-O-L-Serine,experimental,,CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C(=O)O,
DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,experimental,,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12,
DB03694,N-phenylthiourea,experimental,,NC(=S)Nc1ccccc1,
DB03695,Piritrexim,investigational,,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,
DB03696,Lanosterol,experimental,,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,
DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,experimental,,NCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,
DB03698,5-Mercaptoethanol-2-decenoyl-coenzyme A,experimental,,CCCCCC(CC=CC(=O)SCCNC(=O)CCNC(O)C(=O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC([n+]2c[nH]c3c(N)ncnc32)C(O)C1OP(=O)(O)O)SCC=O,
DB03699,Succinyl-Coenzyme A,experimental,,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O,
DB03701,Vanoxerine,investigational,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,5.6
DB03702,"N-{4-[(Carboxymethyl)carbamoyl]benzoyl}-L-valyl-N-[(3S)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-L-prolinamide",experimental,,CC(C)C(NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)F)C(C)C,
DB03703,Cyclohexanol,experimental,,OC1CCCCC1,1.23
DB03704,12-Hydroxydodecanoic Acid,experimental,,O=C(O)CCCCCCCCCCCO,
